1,9,-8,-15,-17,-11
1,16,6,5,7,2
1,20,-3,-11,-10,-15
1,19,-3,9,-2,4
1,18,-1,6,11,18
1,11,10,13,27,26
1,15,8,-8,-3,-11
1,19,1,-7,-7,-6
1,6,5,5,5,10
1,7,5,-17,-14,-7
1,8,6,0,-5,-23
1,29,9,-3,-11,-3
1,14,-7,5,-5,4
1,21,-3,-5,-6,-6
1,14,7,6,7,8
1,3,-2,4,18,17
1,16,1,1,12,18
1,16,3,10,3,9
1,24,-2,13,2,-1
1,28,0,-7,9,8
1,7,7,20,8,-4
1,30,9,0,0,-5
1,21,-10,-20,-10,-22
1,2,12,19,22,11
1,2,19,19,22,26
1,3,-8,-4,-6,-6
1,3,-9,-5,-15,-11
1,30,8,15,22,27
1,30,-1,4,2,-5
2,4,10,8,6,6
2,18,4,21,25,17
2,16,18,21,29,30
2,4,-11,-3,-11,-7
2,12,-9,1,-3,-13
2,18,-16,-19,-24,-17
2,14,13,9,25,32
2,7,-8,-7,-6,-8
2,8,1,0,0,3
2,30,1,-3,11,11
2,28,21,19,20,25
2,10,-1,-2,8,8
2,5,10,5,5,-7
2,13,0,1,5,8
2,17,12,0,-3,-3
2,23,4,10,26,16
2,13,11,0,3,-6
2,3,-3,-1,8,6
2,15,-11,-12,-16,-25
2,28,3,-8,1,-2
2,20,-11,-7,1,-11
2,24,4,13,9,4
2,8,2,0,8,5
2,27,16,4,-3,-5
2,1,-12,-19,-22,-11
2,1,-19,-19,-22,-26
2,20,16,35,34,31
2,30,11,1,0,-10
2,9,4,-8,-8,-12
2,24,-11,-5,-11,-19
2,18,9,10,2,5
3,12,10,3,18,29
3,21,5,10,4,3
3,14,13,17,18,6
3,22,-6,4,1,8
3,4,11,17,17,6
3,23,15,11,2,1
3,7,0,-11,-5,-4
3,30,-5,2,9,11
3,9,10,-2,-1,7
3,21,5,4,7,4
3,18,-11,-5,-12,-10
3,20,11,17,26,23
3,28,15,21,20,12
3,15,20,34,41,38
3,23,-6,-6,-4,4
3,1,2,-4,-18,-17
3,5,4,-8,-20,-19
3,2,3,1,-8,-6
3,21,3,1,9,4
3,12,10,15,27,32
3,8,4,11,18,30
3,9,10,15,11,11
3,6,12,15,15,17
3,6,-12,-11,-21,-8
3,13,-5,3,6,11
3,1,8,4,6,6
3,1,9,5,15,11
3,16,14,26,41,20
3,29,-2,-3,-7,1
3,20,-3,-6,-12,-16
4,16,2,6,16,5
4,2,-10,-8,-6,-6
4,9,9,3,-1,6
4,2,11,3,11,7
4,3,-11,-17,-17,-6
4,17,-19,-25,-20,-16
4,30,-26,-15,-20,-25
4,12,4,10,13,28
4,18,-7,3,3,6
4,19,-1,-5,-10,-1
4,15,12,8,3,7
4,29,-2,-7,-29,-16
4,20,7,3,-2,2
4,27,2,-10,-13,6
4,16,14,2,13,19
4,24,10,2,-1,-6
4,8,2,17,10,8
4,20,-3,-6,-8,-7
4,11,0,1,-3,5
4,23,-8,-8,0,1
4,22,-9,-10,6,-1
4,14,-1,-1,12,30
4,21,3,8,-7,-7
4,26,3,4,4,-3
4,24,-9,-9,-4,-7
4,9,1,-9,0,8
4,8,18,17,6,10
4,6,-7,-14,-9,3
4,18,-9,11,10,7
4,26,3,-4,-9,-5
4,12,-6,8,6,5
4,6,4,8,7,10
5,28,1,9,0,8
5,10,-3,7,13,13
5,25,0,12,12,18
5,26,1,-8,1,-2
5,6,3,18,19,11
5,24,15,18,17,24
5,20,18,30,38,32
5,28,20,29,43,31
5,26,-8,0,8,2
5,27,13,9,15,14
5,16,25,24,34,32
5,6,2,-15,-7,-4
5,11,16,19,19,6
5,2,-10,-5,-5,7
5,21,4,9,9,8
5,15,6,23,23,20
5,20,-12,-9,-2,-11
5,18,-3,-10,-18,-21
5,16,4,12,13,-5
5,3,-4,8,20,19
5,19,-5,3,13,18
5,18,11,4,-14,-9
5,29,-18,-13,-16,-17
5,19,4,6,18,28
5,28,11,-4,3,1
5,14,5,9,0,5
5,8,4,14,10,4
5,30,-1,3,2,-7
5,17,10,15,23,17
5,24,5,12,8,5
5,15,3,1,4,-2
5,13,4,3,-15,-9
5,17,0,-17,-2,-4
6,27,-3,-9,1,4
6,12,-13,-8,-5,-7
6,30,5,4,1,9
6,27,-13,-26,-38,-36
6,19,8,-7,7,6
6,5,-3,-18,-19,-11
6,28,-3,4,1,-6
6,17,0,0,3,1
6,1,-5,-5,-5,-10
6,10,8,8,3,6
6,5,-2,15,7,4
6,15,0,7,15,16
6,27,2,4,13,22
6,9,10,24,13,15
6,23,-6,-8,-8,5
6,8,-9,-6,-14,-9
6,8,-7,2,0,3
6,9,0,-17,-21,-19
6,21,3,2,-7,-15
6,14,2,1,-3,1
6,13,0,-8,0,3
6,19,-4,-2,5,2
6,23,8,4,-1,5
6,28,-8,-7,-8,2
6,29,15,23,22,21
6,3,-12,-15,-15,-17
6,3,12,11,21,8
6,11,-5,-10,-11,-4
6,10,0,1,-3,-9
6,4,7,14,9,-3
6,20,10,9,16,12
6,22,-6,5,2,6
6,14,-18,-25,-25,-10
6,4,-4,-8,-7,-10
7,30,2,1,1,15
7,23,5,14,16,32
7,11,7,9,-2,11
7,13,9,9,4,-7
7,30,0,-13,-8,-3
7,22,0,6,9,15
7,3,0,11,5,4
7,2,8,7,6,8
7,23,-4,11,9,21
7,8,-3,6,5,3
7,1,-5,17,14,7
7,9,-1,-3,5,-4
7,12,-4,-5,-9,-10
7,19,-20,-22,-24,-18
7,18,7,5,8,11
7,10,-1,-14,-13,-27
7,13,11,-8,-7,-15
7,29,-2,3,1,-5
7,25,-9,-2,-2,-2
7,20,-3,-19,-33,-36
7,21,-10,-15,-16,-44
7,26,-2,-1,-14,-3
7,8,4,7,15,8
7,1,-7,-20,-8,4
7,14,-1,-10,-3,-11
7,21,8,17,13,4
7,9,0,-11,-6,-8
7,26,6,-5,3,2
7,27,-2,-5,2,-8
7,17,0,-4,0,1
7,27,2,-9,-24,-14
8,14,-4,-3,11,12
8,9,2,11,4,-6
8,24,-5,-8,-5,-7
8,11,2,4,6,12
8,21,2,-6,-3,-9
8,26,-11,-8,-22,-12
8,2,-1,0,0,-3
8,10,-2,-5,-17,-11
8,24,-6,-15,-11,-4
8,7,3,-6,-5,-3
8,1,-6,0,5,23
8,30,-2,1,9,3
8,23,6,-1,-2,-7
8,20,-12,-14,-22,-23
8,6,9,6,14,9
8,6,7,-2,0,-3
8,4,-2,-17,-10,-8
8,17,-2,5,-5,8
8,10,-1,4,6,1
8,28,8,-6,-2,-7
8,12,-1,1,-7,-11
8,7,-4,-7,-15,-8
8,3,-4,-11,-18,-30
8,2,-2,0,-8,-5
8,30,-1,6,-1,11
8,18,-1,1,-1,6
8,5,-4,-14,-10,-4
8,4,-18,-17,-6,-10
8,14,1,7,4,-6
8,13,-8,-7,2,8
8,19,3,5,4,-4
8,26,-14,-13,-18,-12
9,1,8,15,17,11
9,8,-2,-11,-4,6
9,4,-9,-3,1,-6
9,23,0,-7,12,16
9,16,0,-7,3,4
9,18,9,20,21,22
9,10,-8,-7,-2,6
9,21,-1,-14,3,-2
9,3,-10,2,1,-7
9,27,1,-12,7,7
9,7,1,3,-5,4
9,19,2,-1,11,-5
9,6,-10,-24,-13,-15
9,24,-2,1,0,-5
9,12,-2,4,-5,-2
9,12,16,11,4,5
9,6,0,17,21,19
9,20,-8,-3,-10,-23
9,15,9,3,8,10
9,27,10,3,10,-5
9,15,0,-2,-3,8
9,20,-1,-1,3,10
9,14,-1,6,21,21
9,3,-10,-15,-11,-11
9,18,-5,-2,-3,-16
9,30,4,5,-10,-3
9,4,-1,9,0,-8
9,7,0,11,6,8
9,13,-6,-14,-2,4
9,2,-4,8,8,12
9,16,9,9,5,-2
10,28,0,-8,6,-9
10,13,1,5,0,7
10,5,3,-7,-13,-13
10,24,10,4,2,15
10,15,1,8,7,16
10,24,-10,-12,-16,-14
10,12,-10,-5,-2,5
10,23,6,9,16,25
10,9,8,7,2,-6
10,14,6,4,-4,13
10,8,2,5,17,11
10,6,-8,-8,-3,-6
10,2,1,2,-8,-8
10,22,-6,-11,-11,-9
10,17,-10,-12,-13,-14
10,17,9,6,23,25
10,7,1,14,13,27
10,27,-5,5,5,9
10,22,9,12,12,19
10,8,1,-4,-6,-1
10,17,3,2,19,7
10,13,0,4,15,6
10,25,14,20,19,7
10,29,-18,-19,-12,-7
10,11,4,2,2,20
10,26,5,14,12,20
10,15,4,6,13,3
10,6,0,-1,3,9
10,29,-4,-22,-28,-30
10,11,7,10,11,-1
10,21,1,-5,2,-6
10,13,3,-4,-2,2
11,25,11,19,17,19
11,24,2,4,-5,-8
11,27,-9,-11,8,3
11,7,-7,-9,2,-11
11,8,-2,-4,-6,-12
11,14,6,-6,-6,-8
11,1,-10,-13,-27,-26
11,21,-3,-6,2,5
11,19,7,7,6,8
11,13,14,10,3,-10
11,28,-4,-5,-1,-2
11,24,-5,-11,-13,-5
11,5,-16,-19,-19,-6
11,21,8,-5,5,3
11,26,0,3,12,15
11,22,-19,-18,-16,-13
11,16,-4,-1,15,17
11,30,-6,3,-2,-6
11,4,0,-1,3,-5
11,12,-5,-14,-4,-8
11,15,3,4,21,31
11,12,2,-1,-1,-3
11,10,-4,-2,-2,-20
11,13,7,-9,17,24
11,22,-11,-21,-35,-34
11,6,5,10,11,4
11,15,-7,-11,-18,-20
11,28,-8,-12,-6,5
11,10,-7,-10,-11,1
11,27,-1,-4,-7,4
11,23,1,4,-7,2
12,3,-10,-3,-18,-29
12,6,13,8,5,7
12,20,-3,-9,-7,-13
12,22,-8,-17,-22,-19
12,2,9,-1,3,13
12,10,10,5,2,-5
12,16,-10,-5,1,14
12,4,-4,-10,-13,-28
12,21,4,3,-2,-11
12,15,-8,-3,16,16
12,20,2,5,7,3
12,30,-6,-10,-22,-7
12,7,4,5,9,10
12,28,-5,2,0,4
12,9,2,-4,5,2
12,9,-16,-11,-4,-5
12,26,5,-3,-7,-9
12,27,-3,9,7,2
12,27,9,10,10,4
12,11,5,14,4,8
12,8,1,-1,7,11
12,3,-10,-15,-27,-32
12,11,-2,1,1,3
12,13,2,1,9,6
12,25,-6,-8,-12,-2
12,29,-7,-14,-22,-13
12,17,-11,-8,-16,-13
12,18,-4,-5,-3,7
12,14,8,10,9,11
12,4,6,-8,-6,-5
13,22,0,-8,-6,6
13,10,-1,-5,0,-7
13,26,-6,-12,-6,-17
13,18,-9,-11,-5,-7
13,7,-9,-9,-4,7
13,29,9,16,11,20
13,25,8,11,7,11
13,15,2,-4,-6,-12
13,11,-14,-10,-3,10
13,19,4,-1,13,27
13,27,-9,-23,-15,-26
13,16,-2,5,8,7
13,24,-10,0,-15,-9
13,2,0,-1,-5,-8
13,26,13,1,6,2
13,29,-15,-31,-28,-43
13,29,-10,-10,-16,-24
13,7,-11,8,7,15
13,19,-11,-24,-26,-17
13,2,-11,0,-3,6
13,21,-6,-21,-22,-33
13,6,0,8,0,-3
13,10,0,-4,-15,-6
13,22,-16,-12,-29,-39
13,25,-6,-10,-9,-4
13,12,-2,-1,-9,-6
13,11,-7,9,-17,-24
13,16,3,-9,1,-10
13,23,12,13,10,11
13,3,5,-3,-6,-11
13,9,6,14,2,-4
13,8,8,7,-2,-8
13,14,-16,-17,-17,-19
13,5,-4,-3,15,9
13,10,-3,4,2,-2
14,8,4,3,-11,-12
14,20,-2,-23,-35,-26
14,3,-13,-17,-18,-6
14,23,-5,-14,-3,2
14,11,-6,6,6,8
14,30,-4,-10,-9,2
14,2,-13,-9,-25,-32
14,27,-22,-27,-20,-16
14,10,-6,-4,4,-13
14,26,14,10,-2,2
14,18,3,-4,-14,-19
14,19,2,12,2,7
14,15,1,-1,-3,8
14,1,7,-5,5,-4
14,25,-2,-2,-2,-5
14,30,-12,-10,-4,-3
14,1,-7,-6,-7,-8
14,24,-4,2,11,12
14,6,-2,-1,3,-1
14,23,7,8,21,17
14,20,-4,8,5,6
14,30,1,13,15,8
14,4,1,1,-12,-30
14,9,1,-6,-21,-21
14,17,-3,-7,3,-8
14,7,1,10,3,11
14,5,-5,-9,0,-5
14,16,-3,1,1,7
14,21,7,-4,-20,-30
14,8,-1,-7,-4,6
14,12,-8,-10,-9,-11
14,13,16,17,17,19
14,6,18,25,25,10
15,18,-12,-7,-9,-9
15,22,0,-2,-10,-8
15,22,-9,-10,-10,-1
15,10,-1,-8,-7,-16
15,28,0,-3,-3,-10
15,1,-8,8,3,11
15,13,-2,4,6,12
15,29,-19,-31,-16,-21
15,12,8,3,-16,-16
15,4,-12,-8,-3,-7
15,6,0,-7,-15,-16
15,14,-1,1,3,-8
15,24,4,1,0,-5
15,5,-6,-23,-23,-20
15,3,-20,-34,-41,-38
15,19,6,2,0,10
15,24,-4,-3,5,-7
15,9,-9,-3,-8,-10
15,2,11,12,16,25
15,9,0,2,3,-8
15,11,-3,-4,-21,-31
15,18,-2,2,8,8
15,22,-9,-11,-17,-22
15,17,8,22,25,20
15,20,3,0,4,-10
15,10,-4,-6,-13,-3
15,11,7,11,18,20
15,17,3,-2,-8,-10
15,28,10,24,10,1
15,5,-3,-1,-4,2
15,19,-5,-2,-8,-7
15,22,0,-19,-24,-16
16,4,-2,-6,-16,-5
16,18,-7,4,-7,9
16,1,-6,-5,-7,-2
16,2,-18,-21,-29,-30
16,20,8,16,11,8
16,9,0,7,-3,-4
16,27,0,1,4,9
16,12,10,5,-1,-14
16,25,2,13,7,18
16,5,-25,-24,-34,-32
16,13,2,-5,-8,-7
16,26,6,-3,-14,-19
16,28,-3,-6,-15,-20
16,4,-14,-2,-13,-19
16,18,-5,-15,-27,-21
16,11,4,1,-15,-17
16,5,-4,-12,-13,5
16,1,-1,-1,-12,-18
16,1,-3,-10,-3,-9
16,30,3,15,-2,-5
16,17,13,16,17,5
16,24,-15,-15,-33,-29
16,22,-5,-10,-5,-4
16,13,-3,9,-1,10
16,14,3,-1,-1,-7
16,23,2,3,3,-1
16,21,-6,-18,-19,-12
16,29,1,16,-4,-16
16,3,-14,-26,-41,-20
16,9,-9,-9,-5,2
17,19,6,12,8,5
17,28,-5,-8,7,-2
17,21,-9,-13,-4,-3
17,27,-12,-6,13,3
17,20,-17,-7,-10,-17
17,4,19,25,20,16
17,6,0,0,-3,-1
17,29,-19,-14,-24,-24
17,20,-15,-8,-9,-11
17,28,8,7,-14,-7
17,25,11,18,13,16
17,21,-10,5,5,-2
17,10,10,12,13,14
17,2,-12,0,3,3
17,10,-9,-6,-23,-25
17,26,-1,1,5,-3
17,25,1,20,7,6
17,8,2,-5,5,-8
17,22,-9,-10,-15,-18
17,10,-3,-2,-19,-7
17,23,-9,-2,4,8
17,16,-13,-16,-17,-5
17,30,11,5,-2,-7
17,14,3,7,-3,8
17,15,-8,-22,-25,-20
17,28,10,18,15,12
17,12,11,8,16,13
17,15,-3,2,8,10
17,5,-10,-15,-23,-17
17,7,0,4,0,-1
17,5,0,17,2,4
18,15,12,7,9,9
18,16,7,-4,7,-9
18,2,-4,-21,-25,-17
18,13,9,11,5,7
18,1,1,-6,-11,-18
18,2,16,19,24,17
18,9,-9,-20,-21,-22
18,23,5,-6,0,7
18,23,6,1,-4,-4
18,4,7,-3,-3,-6
18,14,-3,4,14,19
18,3,11,5,12,10
18,25,-9,-8,-7,-20
18,26,9,4,9,4
18,29,-13,-19,-29,-37
18,7,-7,-5,-8,-11
18,16,5,15,27,21
18,5,3,10,18,21
18,28,-8,-15,-26,-22
18,5,-11,-4,14,9
18,29,-11,-30,-33,-36
18,25,1,-4,2,15
18,15,2,-2,-8,-8
18,28,-13,-7,-8,7
18,9,5,2,3,16
18,8,1,-1,1,-6
18,19,-4,4,3,-7
18,20,1,11,14,15
18,30,-7,0,9,2
18,12,4,5,3,-7
18,4,9,-11,-10,-7
18,2,-9,-10,-2,-5
19,17,-6,-12,-8,-5
19,29,-10,-9,-11,-8
19,24,-5,-10,-23,-19
19,1,3,-9,2,-4
19,6,-8,7,-7,-6
19,25,-1,3,-2,-1
19,29,-4,-14,-6,-10
19,11,-7,-7,-6,-8
19,1,-1,7,7,6
19,13,-4,1,-13,-27
19,4,1,5,10,1
19,14,-2,-12,-2,-7
19,28,3,13,13,12
19,9,-2,1,-11,5
19,7,20,22,24,18
19,27,5,3,21,21
19,28,2,-9,-17,-15
19,15,-6,-2,0,-10
19,13,11,24,26,17
19,5,5,-3,-13,-18
19,26,-3,-8,-12,-9
19,6,4,2,-5,-2
19,23,5,5,-2,-11
19,5,-4,-6,-18,-28
19,25,-6,-7,-6,1
19,29,6,7,-1,-4
19,18,4,-4,-3,7
19,22,-11,-22,-18,-22
19,24,-4,-12,-21,-13
19,23,-8,13,15,15
19,26,-6,-5,-3,-11
19,8,-3,-5,-4,4
19,15,5,2,8,7
20,21,-10,-12,-15,-18
20,14,2,23,35,26
20,1,3,11,10,15
20,12,3,9,7,13
20,16,-8,-16,-11,-8
20,17,17,7,10,17
20,5,-18,-30,-38,-32
20,25,9,-3,-5,-7
20,24,-2,3,-8,-10
20,17,15,8,9,11
20,26,3,12,10,16
20,12,-2,-5,-7,-3
20,3,-11,-17,-26,-23
20,4,-7,-3,2,-2
20,22,7,-5,-4,-3
20,8,12,14,22,23
20,5,12,9,2,11
20,26,-10,-10,-9,-18
20,9,8,3,10,23
20,4,3,6,8,7
20,7,3,19,33,36
20,14,4,-8,-5,-6
20,2,11,7,-1,11
20,9,1,1,-3,-10
20,27,5,6,14,27
20,23,-20,-23,-16,-18
20,15,-3,0,-4,10
20,30,0,-11,-18,-14
20,18,-1,-11,-14,-15
20,2,-16,-35,-34,-31
20,6,-10,-9,-16,-12
20,29,-1,2,-4,-6
20,3,3,6,12,16
21,20,10,12,15,18
21,3,-5,-10,-4,-3
21,17,9,13,4,3
21,30,-2,-2,9,10
21,8,-2,6,3,9
21,11,3,6,-2,-5
21,26,-7,7,13,10
21,9,1,14,-3,2
21,12,-4,-3,2,11
21,3,-5,-4,-7,-4
21,29,4,-13,-9,-6
21,17,10,-5,-5,2
21,11,-8,5,-5,-3
21,5,-4,-9,-9,-8
21,22,4,15,16,13
21,1,3,5,6,6
21,23,7,11,20,27
21,6,-3,-2,7,15
21,13,6,21,22,33
21,7,10,15,16,44
21,3,-3,-1,-9,-4
21,27,-10,0,-1,14
21,4,-3,-8,7,7
21,1,10,20,10,22
21,23,-3,6,18,9
21,7,-8,-17,-13,-4
21,14,-7,4,20,30
21,16,6,18,19,12
21,10,-1,5,-2,6
21,28,-3,1,5,4
22,13,0,8,6,-6
22,15,0,2,10,8
22,15,9,10,10,1
22,3,6,-4,-1,-8
22,12,8,17,22,19
22,7,0,-6,-9,-15
22,30,-7,9,1,8
22,24,9,3,5,2
22,24,-4,-9,-12,-6
22,23,12,13,25,27
22,26,-6,-2,5,-2
22,28,12,0,17,17
22,10,6,11,11,9
22,20,-7,5,4,3
22,21,-4,-15,-16,-13
22,11,19,18,16,13
22,28,0,3,3,16
22,10,-9,-12,-12,-19
22,29,2,5,4,5
22,17,9,10,15,18
22,4,9,10,-6,1
22,13,16,12,29,39
22,26,2,6,9,3
22,15,9,11,17,22
22,16,5,10,5,4
22,11,11,21,35,34
22,19,11,22,18,22
22,27,4,-13,-13,2
22,24,-2,-7,7,-2
22,25,4,6,7,14
22,6,6,-5,-2,-6
22,25,16,26,27,16
22,15,0,19,24,16
23,26,1,0,6,-6
23,7,-5,-14,-16,-32
23,14,5,14,3,-2
23,9,0,7,-12,-16
23,3,-15,-11,-2,-1
23,10,-6,-9,-16,-25
23,18,-5,6,0,-7
23,18,-6,-1,4,4
23,7,4,-11,-9,-21
23,22,-12,-13,-25,-27
23,30,14,11,12,7
23,27,-9,-28,-27,-24
23,25,13,10,17,15
23,8,-6,1,2,7
23,6,6,8,8,-5
23,2,-4,-10,-26,-16
23,3,6,6,4,-4
23,21,-7,-11,-20,-27
23,14,-7,-8,-21,-17
23,4,8,8,0,-1
23,17,9,2,-4,-8
23,6,-8,-4,1,-5
23,19,-5,-5,2,11
23,20,20,23,16,18
23,21,3,-6,-18,-9
23,13,-12,-13,-10,-11
23,16,-2,-3,-3,1
23,19,8,-13,-15,-15
23,25,7,13,4,-7
23,11,-1,-4,7,-2
24,29,11,18,20,29
24,11,-2,-4,5,8
24,19,5,10,23,19
24,8,5,8,5,7
24,10,-10,-4,-2,-15
24,10,10,12,16,14
24,5,-15,-18,-17,-24
24,22,-9,-3,-5,-2
24,20,2,-3,8,10
24,22,4,9,12,6
24,8,6,15,11,4
24,11,5,11,13,5
24,13,10,0,15,9
24,15,-4,-1,0,5
24,9,2,-1,0,5
24,4,-10,-2,1,6
24,30,1,10,14,12
24,14,4,-2,-11,-12
24,15,4,3,-5,7
24,30,-4,-3,6,2
24,1,2,-13,-2,1
24,27,-3,-3,8,14
24,2,-4,-13,-9,-4
24,16,15,15,33,29
24,4,9,9,4,7
24,25,3,8,3,15
24,19,4,12,21,13
24,22,2,7,-7,2
24,5,-5,-12,-8,-5
24,28,0,12,15,20
24,2,11,5,11,19
25,11,-11,-19,-17,-19
25,26,15,4,6,-3
25,29,8,2,-3,-6
25,5,0,-12,-12,-18
25,28,0,4,3,3
25,19,1,-3,2,1
25,13,-8,-11,-7,-11
25,28,-17,-8,-7,-3
25,20,-9,3,5,7
25,16,-2,-13,-7,-18
25,29,4,-3,-7,-13
25,17,-11,-18,-13,-16
25,18,9,8,7,20
25,23,-13,-10,-17,-15
25,30,-6,-4,5,-5
25,14,2,2,2,5
25,27,-2,5,8,-13
25,17,-1,-20,-7,-6
25,7,9,2,2,2
25,29,-7,-9,-24,-29
25,10,-14,-20,-19,-7
25,18,-1,4,-2,-15
25,13,6,10,9,4
25,19,6,7,6,-1
25,12,6,8,12,2
25,24,-3,-8,-3,-15
25,26,-10,-15,-20,-13
25,27,-6,-8,-4,-7
25,22,-4,-6,-7,-14
25,23,-7,-13,-4,7
25,22,-16,-26,-27,-16
26,23,-1,0,-6,6
26,25,-15,-4,-6,3
26,13,6,12,6,17
26,5,-1,8,-1,2
26,29,1,-25,-28,-26
26,27,7,6,18,20
26,8,11,8,22,12
26,21,7,-7,-13,-10
26,5,8,0,-8,-2
26,14,-14,-10,2,-2
26,20,-3,-12,-10,-16
26,22,6,2,-5,2
26,16,-6,3,14,19
26,18,-9,-4,-9,-4
26,13,-13,-1,-6,-2
26,11,0,-3,-12,-15
26,17,1,-1,-5,3
26,20,10,10,9,18
26,12,-5,3,7,9
26,30,13,7,0,11
26,19,3,8,12,9
26,7,2,1,14,3
26,22,-2,-6,-9,-3
26,4,-3,-4,-4,3
26,28,-1,-16,-21,-19
26,10,-5,-14,-12,-20
26,25,10,15,20,13
26,7,-6,5,-3,-2
26,19,6,5,3,11
26,4,-3,4,9,5
26,27,-4,4,11,12
26,8,14,13,18,12
27,6,3,9,-1,-4
27,11,9,11,-8,-3
27,6,13,26,38,36
27,17,12,6,-13,-3
27,26,-7,-6,-18,-20
27,16,0,-1,-4,-9
27,14,22,27,20,16
27,5,-13,-9,-15,-14
27,13,9,23,15,26
27,9,-1,12,-7,-7
27,23,9,28,27,24
27,6,-2,-4,-13,-22
27,4,-2,10,13,-6
27,19,-5,-3,-21,-21
27,25,2,-5,-8,13
27,29,3,-8,-17,-13
27,10,5,-5,-5,-9
27,12,3,-9,-7,-2
27,12,-9,-10,-10,-4
27,9,-10,-3,-10,5
27,24,3,3,-8,-14
27,21,10,0,1,-14
27,20,-5,-6,-14,-27
27,29,-3,-2,10,-8
27,2,-16,-4,3,5
27,22,-4,13,13,-2
27,25,6,8,4,7
27,7,2,5,-2,8
27,11,1,4,7,-4
27,26,4,-4,-11,-12
27,7,-2,9,24,14
28,10,0,8,-6,9
28,5,-1,-9,0,-8
28,17,5,8,-7,2
28,29,-9,-6,-27,-23
28,25,0,-4,-3,-3
28,15,0,3,3,10
28,6,3,-4,-1,6
28,25,17,8,7,3
28,5,-20,-29,-43,-31
28,11,4,5,1,2
28,17,-8,-7,14,7
28,2,-21,-19,-20,-25
28,22,-12,0,-17,-17
28,19,-3,-13,-13,-12
28,16,3,6,15,20
28,12,5,-2,0,-4
28,3,-15,-21,-20,-12
28,19,-2,9,17,15
28,22,0,-3,-3,-16
28,18,8,15,26,22
28,8,-8,6,2,7
28,2,-3,8,-1,2
28,1,0,7,-9,-8
28,6,8,7,8,-2
28,18,13,7,8,-7
28,5,-11,4,-3,-1
28,26,1,16,21,19
28,17,-10,-18,-15,-12
28,29,-18,-25,-36,-45
28,11,8,12,6,-5
28,15,-10,-24,-10,-1
28,24,0,-12,-15,-20
28,21,3,-1,-5,-4
29,24,-11,-18,-20,-29
29,19,10,9,11,8
29,25,-8,-2,3,6
29,28,9,6,27,23
29,26,-1,25,28,26
29,13,-9,-16,-11,-20
29,19,4,14,6,10
29,15,19,31,16,21
29,17,19,14,24,24
29,25,-4,3,7,13
29,21,-4,13,9,6
29,4,2,7,29,16
29,1,-9,3,11,3
29,18,13,19,29,37
29,13,15,31,28,43
29,13,10,10,16,24
29,27,-3,8,17,13
29,7,2,-3,-1,5
29,22,-2,-5,-4,-5
29,25,7,9,24,29
29,18,11,30,33,36
29,5,18,13,16,17
29,10,18,19,12,7
29,6,-15,-23,-22,-21
29,27,3,2,-10,8
29,19,-6,-7,1,4
29,12,7,14,22,13
29,28,18,25,36,45
29,10,4,22,28,30
29,16,-1,-16,4,16
29,20,1,-2,4,6
29,3,2,3,7,-1
30,7,-2,-1,-1,-15
30,6,-5,-4,-1,-9
30,21,2,2,-9,-10
30,7,0,13,8,3
30,14,4,10,9,-2
30,22,7,-9,-1,-8
30,4,26,15,20,25
30,3,5,-2,-9,-11
30,2,-1,3,-11,-11
30,23,-14,-11,-12,-7
30,12,6,10,22,7
30,8,2,-1,-9,-3
30,25,6,4,-5,5
30,14,12,10,4,3
30,24,-1,-10,-14,-12
30,11,6,-3,2,6
30,26,-13,-7,0,-11
30,24,4,3,-6,-2
30,16,-3,-15,2,5
30,14,-1,-13,-15,-8
30,17,-11,-5,2,7
30,1,-9,0,0,5
30,8,1,-6,1,-11
30,9,-4,-5,10,3
30,20,0,11,18,14
30,5,1,-3,-2,7
30,18,7,0,-9,-2
30,2,-11,-1,0,10
30,1,-8,-15,-22,-27
30,1,1,-4,-2,5
